arm,total_cost_eur,saving_eur,saving_pct,saving_pct_wholesale,peak_import_mw,peak_reduction_pct,throughput_mwh,equivalent_full_cycles,mean_soc_mwh,self_consumption_pct,curtailed_mwh,grid_import_mwh,grid_export_mwh,mean_solve_s
no battery,95047.52644736,0.0,0.0,0.0,0.967216,0.0,0.0,0.0,0.5,100.0,0.0,1052.523258,0.0,0.020577551666792714
rule-based,95039.74002630737,7.78642105263134,0.008192134339175759,0.02461531393344935,0.967216,0.0,0.38,0.19,0.10000000000000002,100.0,0.0,1052.143258,0.0,0.0
forecast,94815.2247064538,232.3017409062013,0.2444058773426961,0.734378508565313,1.1431826665971025,-18.19310956364479,66.97868269893628,33.48934134946814,0.6609767699273524,100.0,0.0,1055.9558054707734,0.0,0.021550311665487244
forecast + actual price,94482.44188103848,565.084566321515,0.5945284295583166,1.7864091737307888,1.2299265990792125,-27.161523287374543,92.53125679667328,46.26562839833664,0.5275300054334401,100.0,0.0,1057.2653329212487,0.0,0.020095170000665043
forecast + actual load,94812.39521141812,235.13123594188073,0.24738280387770328,0.7433234279455522,1.1877521447563961,-22.801126610436157,67.32036248687488,33.66018124343744,0.6599377756420756,100.0,0.0,1055.9733159986704,0.0,0.017718088334125543
forecast + actual PV,94809.58419209761,237.94225526238733,0.2503402920160857,0.7522099398076199,1.105977631578947,-14.346498773691394,66.92240936044475,33.46120468022237,0.6617916899815616,100.0,0.0,1055.9529215546088,0.0,0.014408283334341831
perfect foresight,94478.1666260249,569.3598213350924,0.5990264477323562,1.7999245928936398,1.1498016315789463,-18.877441189863106,93.68637053031419,46.843185265157096,0.5285800238299764,100.0,0.0,1057.324530602736,0.0,0.017270926666484835
