series made perfect,cost_eur,gap_closed_eur,gap_closed_pct
price,94482.44188103848,332.7828254153137,98.73159693779265
load,94812.39521141812,2.829495035679429,0.8394680916947681
pv,94809.58419209761,5.640514356186031,1.673454720031851
